Date,Open,High,Low,Close,Volume
2020-01-01,101.25125358963206,101.34218938985975,100.33683543668761,100.79824031407574,151990
2020-01-02,101.06671982235278,102.30036695657046,99.43837222894854,100.63971225188821,431065
2020-01-03,101.99639465115388,102.68623236668556,99.78562680331558,101.673048879936,791898
2020-01-06,103.84082063939877,104.23497117430585,102.1405790076292,104.07457502125035,724860
2020-01-07,103.33610035408756,103.88304951958601,103.05201044142109,103.76154282454269,861269
2020-01-08,103.13112329348438,104.14101322174561,102.35771846749063,103.4494776322697,369357
2020-01-09,107.32587187892779,107.64594430700845,105.5336485493929,105.98224148758636,224693
2020-01-10,106.45439065078143,108.78108403120743,105.12703937366774,107.26292548381875,275295
2020-01-13,107.46700967224739,108.24424064449015,104.47246244055667,106.56348939598253,978087
2020-01-14,108.4520109123555,108.60001945617181,106.09172646323017,107.48801497447921,885786
2020-01-15,106.73538734545902,107.7370502269329,105.0786360618989,106.7968132236154,430515
2020-01-16,105.94635187673907,106.41928938217063,104.58884258007852,106.10637631642055,168274
2020-01-17,106.86213500453765,107.24479036045372,105.28147543687079,106.54544152369012,994285
2020-01-20,104.32559446282794,104.4820515156973,103.47239290460521,103.58291172185798,366278
2020-01-21,100.5027319990453,101.1666386000288,100.0691755631531,100.98768754984346,977860
2020-01-22,98.92943521161,100.63165042046136,98.83745873962556,100.18958999864263,663889
2020-01-23,98.40284088508365,99.90955445083785,97.39048775393614,98.72831889872568,960321
2020-01-24,99.98661048289595,100.70461285593653,98.50379727387839,99.24440391089846,377834
2020-01-27,97.8175842153206,99.90656488993999,96.1059969998181,97.95078641285487,364053
2020-01-28,97.20597382510367,97.73608939621096,95.6243851865533,95.94552836422181,453383
2020-01-29,97.94602214523363,99.38833730203062,97.14529570737375,98.12727387567526,442176
2020-01-30,97.87384619156437,98.66875922049167,96.49244086839182,97.84442375980173,636350
2020-01-31,97.11341711241464,99.23937994132754,96.62628434043066,97.99256688212621,437530
2020-02-03,96.78652463470877,97.47649437999061,94.72355899954208,95.96853764232095,848597
2020-02-04,95.12046608723641,95.46107679032471,94.71133503214928,95.23568023753856,790091
2020-02-05,95.36431997365955,96.22442068845656,95.14380474111071,95.44197801901099,236225
2020-02-06,93.47014374052765,95.43163727593388,92.66151372364511,93.85524036832982,241553
2020-02-07,94.69100078793358,95.15778540922304,93.30098035183144,94.43285656730905,199270
2020-02-10,93.97572907843441,94.70360068050839,93.29681030480157,93.63268199029076,952857
2020-02-11,92.47617133715224,94.3669505991831,91.95514563728658,93.27051952619911,818960
2020-02-12,92.7811943999249,92.8199150993373,91.63683817565783,92.47871257154088,709269
2020-02-13,95.26266938132751,95.82094066742572,93.86123439297731,95.13173891818215,728758
2020-02-14,95.70108795069633,95.79669099331326,93.56637093902461,95.16004878221558,783565
2020-02-17,93.54775881088685,93.75812531288193,93.39092622988878,93.7090279510408,188887
2020-02-18,94.92257838895334,94.96576194699821,94.8834918268351,94.91983638159122,443686
2020-02-19,94.48851006200329,94.79504739185029,91.79109835705398,93.24403168204299,935544
2020-02-20,93.30976015248831,94.09449692412558,92.4422478841038,93.5833990326485,242012
2020-02-21,91.21189172589862,91.86004945691376,89.64579924612521,90.91799579510507,945442
2020-02-24,88.18568075412593,89.70189539734533,87.67440187967027,89.16915326821587,832154
2020-02-25,89.43472358245138,91.16097330347799,88.04090768787054,89.47757926904688,386629
2020-02-26,89.05254979482643,90.98890865375171,88.77984064566178,90.51948049561716,713587
2020-02-27,90.18579535112893,91.57808819982843,89.82461484700508,90.79784990396274,617537
2020-02-28,89.80214552825223,92.26869375458367,89.79981635161636,90.6858087823041,992016
2020-03-02,89.68453169279626,91.84320216540324,89.59630724780776,90.32229473014382,494283
2020-03-03,88.70070168030193,88.7143462352819,88.1136925651581,88.38537336926404,907039
2020-03-04,87.06118427530673,88.88418362074273,86.4780485498866,87.47988079943487,340491
2020-03-05,87.28716793645229,87.71748541377423,86.43940057570882,86.92096449152173,685885
2020-03-06,88.808585227794,89.20785613292051,86.72637597317078,88.35440756164417,357808
2020-03-09,88.52033153034287,89.09261100252344,87.81900959364619,88.85540266857926,960986
2020-03-10,85.73167437828484,86.71921533529184,85.55308846110267,86.57964632420608,867842
2020-03-11,87.79979548453257,88.31233933062538,86.4271799591979,87.04506878962135,901619
2020-03-12,87.06707909361286,87.44674981698753,86.49697605175861,86.58700810057535,858271
2020-03-13,86.28838692402087,86.50437749958523,85.7006898745971,85.75513369146573,890417
2020-03-16,87.39250585391552,87.85219928928832,85.85573156717764,86.58885366413699,798412
2020-03-17,89.29258817698536,89.32937027076116,87.83353278509942,87.98233797864027,250635
2020-03-18,88.96534390169099,89.54832422117512,88.18122731751107,89.26462665598329,802682
2020-03-19,87.53676859507878,89.26840849045433,86.63817150458713,88.19206813129115,816605
2020-03-20,87.43685120887137,88.06562427402959,86.27697656438804,87.82786706712405,937946
2020-03-23,87.3160003683433,89.63658055048089,87.14550971348572,88.30950924830827,380752
2020-03-24,90.67434807847674,90.83407631854101,89.27731154932275,89.65607589158788,957759
2020-03-25,87.9082654998761,90.7623842322609,87.52134722405154,89.05849113719151,812585
2020-03-26,87.83697777267963,88.97778066966855,87.28055424512125,88.85523505462353,567210
2020-03-27,87.4545808874566,87.5363286934901,87.09266108661386,87.436555327837,352773
2020-03-30,85.70396372195322,86.40955191656724,84.65735453913334,85.92461559817153,379365
2020-03-31,86.89868177580946,87.47724476244285,86.52309423750098,87.02176296292056,934938
2020-04-01,88.31136464196899,89.29354966709458,87.42827898818793,88.85464539486276,907400
2020-04-02,89.92094099074404,90.41267568565357,87.0319545990041,88.80311116057771,489821
2020-04-03,90.31236909298964,90.64521850771597,90.14089786119038,90.19506180932181,313678
2020-04-06,90.94791202714559,91.22449763492398,89.10263389121275,90.7310121567758,521153
2020-04-07,89.00169329661423,91.26763237357035,88.78268376499075,89.90220087099073,555651
2020-04-08,90.67501100272247,91.24953907363223,88.67550659946545,90.43608486247439,280580
2020-04-09,93.68083000137348,94.03139308575636,91.73190052026048,92.5930333556004,886064
2020-04-10,91.32769929470061,92.71061580263253,91.02038560794833,92.58957131248792,619911
2020-04-13,95.16628596923591,95.76050692290352,94.71737985103277,94.83572358388999,272903
2020-04-14,90.72657829547155,91.28824600031469,90.61518721879459,91.22691669823773,536149
